# BEAST v1.10.4 Prerelease #bc6cbd9
# Generated Wed Mar 27 08:42:40 EDT 2024 [seed=17336]
# -overwrite -beagle_cuda -beagle_double -beagle_order 1 -seed 17336 -errors 1000 omicron_SC_EXP_lamda_1B_fixedclock_gamma_corrected.xml
state	joint	prior	likelihood	treeModel.rootHeight	age(root)	treeLength	exponential.popSize	exponential.growthRate	kappa	alpha	clock.rate	meanRate	copies.precision.col1	copies.varCovar.copies.precision.col1	copies.diffusionRate	copies.lambda	treeLikelihood	branchRates	copies.traitLikelihood	coalescent
3700000	-56945.632951958294	-564.8532029356198	-56380.77974902267	5.455770972320606	2017.0538180276794	67.05264584275592	2.4563590451477215	-0.8455169136034284	1.9071049309550223	0.048120471879338024	0.0011	0.0011000000000000007	0.0015741336436463724	635.2700763599516	4.388278117627015	0.99995308971795	-56042.38916865338	0.0	-338.39058036928776	-551.5485315184663
3800000	-56959.3821767233	-563.6362906461698	-56395.74588607713	5.49487682940373	2017.0147121705963	66.80253585306454	2.716145332093874	-0.5405671875096165	1.7982437537799567	0.023648321135644572	0.0011	0.0011000000000000003	0.0010852385632785452	921.4563818843329	4.9945878202416925	0.99995308971795	-56026.674270221054	0.0	-369.07161585607747	-550.5136151196526
3900000	-56988.64345778733	-577.7577125087241	-56410.8857452786	5.684286638258747	2016.8253023617413	69.06142770490791	2.5093629988054946	-0.8830144224122685	1.8583263091707682	0.04466249543635322	0.0011	0.0011000000000000014	0.0015562462001097825	642.5718500899516	4.3415842603907135	0.9998275374071371	-56065.42796849921	0.0	-345.4577767793991	-565.7655926060651
4000000	-56972.55274015656	-561.8808286488982	-56410.67191150766	5.679381363626234	2016.8302076363739	66.99095042371363	2.2818949388583283	-0.8285347520701767	1.8630112243681605	0.03943781332316853	0.0011	0.0010999999999999983	0.0017277775854169244	578.7781994860717	4.098308834534577	0.9998275374071371	-56071.45045870004	0.0	-339.22145280762123	-549.9404531813312
4100000	-56984.535440832246	-565.847814178522	-56418.68762665372	5.632085207732157	2016.8775037922678	68.19529767782274	1.988252702927509	-0.9475354785999308	1.7694724498322922	0.03190044876102541	0.0011	0.0011000000000000022	0.0013722843107536712	728.7119674572325	4.260386635046027	0.9998275374071371	-56078.91744539297	0.0	-339.7701812607458	-554.2126387691767
4200000	-56973.94627411253	-584.3643224875168	-56389.58195162501	5.470428081514232	2017.0391609184858	68.3033857926203	2.6173258714072727	-0.8229701344137588	1.8936156395322488	0.009999978419370737	0.0011	0.0011000000000000003	0.0014582342299672667	685.7608876884252	4.442318084145648	0.9998275374071371	-56037.078493142784	0.0	-352.5034584822262	-572.4182319430641
4300000	-56968.9894437036	-574.3901518419711	-56394.599291861625	5.409979074742225	2017.0996099252577	68.82163342870531	2.325452065611102	-0.7405307193175554	1.7655802801976905	0.025451821234773245	0.0011	0.0010999999999999998	0.0015646493679328218	639.1208282793586	4.053289478544999	0.9999436481375976	-56061.3540535964	0.0	-333.24523826522744	-561.4307433043053
4400000	-56957.23170536791	-556.0363854568355	-56401.19531991107	5.332586914833588	2017.1770020851664	65.85932027102223	2.128926957496546	-0.8694111531068456	1.8004483104629674	0.02506632505222705	0.0011	0.0010999999999999985	0.0015344112884457361	651.7157476161025	4.754841812769709	0.9996883615873792	-56050.43492681975	0.0	-350.76039309132364	-544.8702232999286
4500000	-56959.38518082669	-563.1428675317335	-56396.242313294955	4.990494221508193	2017.5190947784918	63.68758591331193	2.3352049192581625	-0.9006522581982548	1.9900681939167746	0.03841224593880503	0.0011	0.0011000000000000012	0.0016760598580101789	596.6374024297686	4.556772172360492	0.9996883615873792	-56052.9609000408	0.0	-343.28141325415305	-551.7360583556602
4600000	-56946.06181836708	-567.6088742053777	-56378.452944161705	5.10750660578676	2017.4020823942133	67.5467681786234	2.147484369763243	-0.9359531814069135	1.7452066827511552	0.04031720061249703	0.0011	0.0011000000000000012	0.0015779978500493172	633.714424876274	4.295814062728922	0.9996883615873792	-56026.041956050634	0.0	-352.4109881110674	-556.4114747027141
4700000	-56961.147024253965	-574.0088068759212	-56387.138217378044	5.531268989643627	2016.9783200103564	69.5405498822734	2.014542818192705	-0.9661013501757199	1.783915304745429	0.014007692716231196	0.0011	0.0010999999999999992	0.001460309629464364	684.7862808155255	4.100713024116114	0.9996883615873792	-56047.17384614607	0.0	-339.9643712319768	-562.9505727067176
4800000	-56972.394143010315	-580.2254394322661	-56392.16870357805	5.461481205566948	2017.048107794433	68.90262767701694	2.5448659174012276	-0.8929613635217815	1.7312539460135075	0.014671742826618315	0.0011	0.001100000000000001	0.0016870561584576553	592.7484956483147	3.903913957181086	0.9996883615873792	-56044.01003009622	0.0	-348.1586734818266	-568.8822411799299
4900000	-56960.306846846805	-558.0380379215826	-56402.26880892522	4.96940491127514	2017.5401840887248	65.63310042098321	2.5862385408148563	-0.696350779316526	1.991541745443207	0.02889930813329151	0.0011	0.0011000000000000005	0.0016336535910459972	612.1248748700262	4.452453648924983	0.9996883615873792	-56058.777849168146	0.0	-343.49095975707667	-546.5624347031219
5000000	-56976.393508061294	-573.2294937184624	-56403.16401434283	5.723787584048756	2016.7858014159513	67.21890235145888	3.033374031373643	-0.5655048557086308	1.5699614389548682	0.006777628586531402	0.0011	0.0011000000000000007	0.001446710104378524	691.2234849079034	4.711700783691317	0.9996883615873792	-56033.53260262589	0.0	-369.63141171693934	-561.8732246763193
5100000	-56956.24985562842	-561.96015557326	-56394.28970005516	5.668074012295798	2016.8415149877042	67.31743633212336	2.3818977339083207	-0.8315642295551	1.8626550963139414	0.030362472559421125	0.0011	0.0011000000000000014	0.0013323637964538359	750.545761346532	4.598038178260844	0.9996883615873792	-56049.674405131635	0.0	-344.615294923529	-550.7168164715395
5200000	-56945.914222792446	-573.1263953522192	-56372.787827440225	5.406219975458624	2017.1033690245413	69.01982740562786	2.5297042892171735	-0.8620572130067585	1.8320959306690234	0.020532930935082794	0.0011	0.0010999999999999998	0.0018042577566721603	554.2445342424006	4.120445760039879	0.9996883615873792	-56055.487489283616	0.0	-317.30033815660863	-561.702825121295
5300000	-56948.02662676334	-573.4155185579901	-56374.611108205354	5.50257721039316	2017.0070117896068	69.048382791876	2.85792507389063	-0.5591269494975519	1.8383438157189258	0.01612644750368131	0.0011	0.0011000000000000012	0.0015629457862082665	639.8174580488919	4.313565218759763	0.9998883373902201	-56043.9677667351	0.0	-330.643341470256	-560.9249961077146
5400000	-56960.96935525745	-570.4943725830942	-56390.47498267436	5.373275850142965	2017.136313149857	67.66257123774417	2.8005758667736993	-0.5931827271486616	1.7542943286574808	0.006022136900415622	0.0011	0.0010999999999999994	0.0016753921167977739	596.8751971397176	4.2221056519692794	0.9998169231574296	-56056.89142417993	0.0	-333.58355849442574	-558.5379306547532
5500000	-56950.037940583214	-563.3638483222459	-56386.67409226097	5.23855258817162	2017.2710364118284	67.21002916531434	2.6130097514806785	-0.7745821375374193	1.9269331632729105	0.0058409457767599465	0.0011	0.0010999999999999994	0.0017206108919217875	581.1889281271946	4.222370558008363	0.9998169231574296	-56043.44980121593	0.0	-343.22429104503914	-551.391563807268
5600000	-56956.907391691624	-566.3315843629745	-56390.57580732865	5.078365112905734	2017.4312238870943	66.56700868690487	2.017111386479528	-1.1423777936979451	1.8016159109664442	0.03798734279310325	0.0011	0.0010999999999999994	0.0019452811800785316	514.0645014411899	4.113598148593603	0.9992617760729912	-56064.86083238873	0.0	-325.7149749399192	-555.9334660990883
5700000	-56948.55397626737	-554.7459936186226	-56393.80798264875	5.503071143413873	2017.0065178565862	66.55878008112155	2.350984559688137	-0.8362454918908133	1.6649437642868514	0.005558653275973733	0.0011	0.0011000000000000003	0.0019216074055567046	520.3976614100799	4.204988680989684	0.9997733936766993	-56060.11241018484	0.0	-333.69557246390957	-543.1443724117847
5800000	-56932.173712519994	-557.9469057791896	-56374.22680674081	5.163469749249201	2017.346119250751	64.68972825045269	2.291709108398505	-0.8219976558300854	1.6547876747847414	0.027118625005131302	0.0011	0.0010999999999999998	0.0020932059035953746	477.73608811362504	4.06985015392827	0.9997733936766993	-56069.89002516372	0.0	-304.3367815770907	-546.2891772779128
5900000	-56965.92983544896	-579.0081632127565	-56386.9216722362	5.600366489286889	2016.909222510713	69.14636520199865	2.8820508707923467	-0.6110187813527026	1.8963782373915017	0.01245913077878208	0.0011	0.001100000000000001	0.002174485151426918	459.87897380848534	3.6651390996439606	0.9997733936766993	-56064.71739784673	0.0	-322.2042743894731	-567.0346424310032
6000000	-56947.810174053055	-562.2743017556103	-56385.53587229744	5.217530418648423	2017.2920585813515	65.86403278362967	3.2273598151971616	-0.48447302917566293	1.7390373895985445	0.021164373309904005	0.0011	0.0010999999999999996	0.0018200195211709636	549.4446561521605	4.427021041281329	0.9997733936766993	-56063.577542462124	0.0	-321.9583298353205	-550.324877867514
6100000	-56938.85334713482	-558.7644571035456	-56380.08889003127	5.379918076280638	2017.1296709237195	66.08638775936444	1.7638842047893226	-1.106405702065686	1.8277510162950639	0.051289469920911795	0.0011	0.0011000000000000016	0.0015831407154563953	631.6557904404065	4.293734750505352	0.9998592835134918	-56060.31534198951	0.0	-319.7735480417596	-546.9098418188499
6200000	-56948.94030478192	-576.9309852920524	-56372.00931948987	5.313453273333557	2017.1961357266664	68.6437080732961	2.901763025625506	-0.6988543473068931	1.7724655372450877	0.017291446344851392	0.0011	0.0010999999999999985	0.002023839313642885	494.11037391106544	3.7324573401944465	0.9999073760165053	-56053.80108848628	0.0	-318.2082310035882	-564.1320878039337
6300000	-56924.562456814514	-548.114480442216	-56376.4479763723	5.386458832208487	2017.1231301677915	65.91242866197466	2.010394423088136	-0.9731156922162632	1.6956793048251837	0.007272913677480889	0.0011	0.0011000000000000012	0.0019835742186180834	504.1404504121253	3.9266763085924863	0.9999073760165053	-56078.340031622196	0.0	-298.1079447501008	-535.7414726664581
6400000	-56948.30443168136	-561.2842300911092	-56387.020201590254	5.535124841156671	2016.9744641588434	66.17787376436686	2.5102414143124006	-0.7776425632982125	1.9620772491089948	0.008365502463985514	0.0011	0.0010999999999999992	0.002510813016042513	398.27736817143693	3.6843062129933393	0.9999073760165053	-56098.13690834962	0.0	-288.88329324063733	-548.4621649725532
6500000	-56943.222056195715	-568.8900959554246	-56374.33196024029	5.462094926582857	2017.047494073417	67.49987242863455	2.2642408948657953	-1.003786996955778	1.822695824650992	0.023404026209713595	0.0011	0.0011000000000000005	0.0025938707690599866	385.52421806364623	3.5310092961120936	0.9996900427256348	-56099.35047932465	0.0	-274.98148091564184	-557.3867625100521
6600000	-56928.610145385035	-556.1959058027322	-56372.4142395823	5.508818854831836	2017.0007701451682	66.24638925740263	2.451706306449091	-0.8459765442538456	1.8129946819537328	0.019667150557211025	0.0011	0.0011000000000000007	0.00216646039678187	461.5824048689891	3.7632986517212768	0.9999465987148561	-56086.07940199158	0.0	-286.3348375907197	-542.9579409044898
6700000	-56940.277893282364	-557.9046836721723	-56382.37320961019	5.655888222561449	2016.8537007774385	68.28274359862671	2.2923192613624845	-0.7850777715302726	1.7269817801516254	0.033036026999061226	0.0011	0.0011	0.0022027808796506844	453.971617984345	3.5492639857473174	0.9999051843321188	-56089.444633446656	0.0	-292.9285761635332	-545.3087872816203
6800000	-56937.4284892801	-564.1801706858969	-56373.248318594204	5.416226002859571	2017.0933629971405	66.13739344057058	2.4666865598365386	-0.956249565243042	1.746878569109143	0.005302486756682189	0.0011	0.0011000000000000003	0.002901952274043551	344.5956051532888	3.357812026862209	0.9998269103552563	-56088.64347796314	0.0	-284.60484063106736	-552.0201619384402
6900000	-56946.505517385885	-570.1100726829418	-56376.39544470295	5.3593553448900675	2017.15023365511	68.23421234764378	2.7449534249331244	-0.7230173346063211	1.7003042019341315	0.03439176261493253	0.0011	0.0011000000000000022	0.0019547908291515067	511.5636850179302	3.702664705854314	0.9998269103552563	-56072.62942830108	0.0	-303.7660164018643	-558.0044955774151
7000000	-56903.19719530302	-547.5081177505505	-56355.68907755247	5.4490542891468285	2017.0605347108533	65.00570699029284	2.551040505685982	-0.6786425475987228	1.719728417557581	0.014287344333486227	0.0011	0.0010999999999999994	0.003023243870196537	330.7705375203461	3.385059247147709	0.9999517456202041	-56098.810327721236	0.0	-256.87874983123646	-534.0127104924911
7100000	-56927.44094220549	-566.5388634301355	-56360.902078775354	5.5343763094759275	2016.9752126905241	67.5797489691097	2.1207892136511823	-0.8479765748889079	2.0501866144255687	0.026908561307980278	0.0011	0.0011000000000000007	0.0028300053738957863	353.35621947014175	3.1583621527732966	0.9999517456202041	-56096.41392550974	0.0	-264.48815326561623	-553.1002070444613
7200000	-56944.09521062623	-565.2444767154632	-56378.85073391076	5.296419926039414	2017.2131690739607	66.79832007374324	2.2395745001884415	-0.9006116654305634	1.8979022600740265	0.0038609057077635786	0.0011	0.0010999999999999988	0.002491937802794114	401.29412494916147	3.4182977832821453	0.9999517456202041	-56108.9751556742	0.0	-269.8755782365658	-551.9220119272285
7300000	-56947.11981976901	-570.1185545869552	-56377.00126518206	5.347299071633662	2017.1622899283664	68.81325183383711	2.287193588098351	-0.9349788821906577	1.982332402984707	0.03273234763313219	0.0011	0.0011000000000000003	0.002569498277729999	389.18103532781555	3.2953803363921854	0.9993910026099966	-56099.3260320469	0.0	-277.67523313516165	-559.2022423764656
